tdch,application,signalling.frequency,power.consumption
1;1;3.640967;118.436119
2;1;2.942958;163.672769
3;1;2.502772;202.323300
4;1;2.226083;235.560017
5;1;1.892800;264.270114
6;1;1.452614;288.103612
7;1;1.295404;307.013181
8;1;1.219944;324.644073
9;1;1.131907;341.092025
10;1;1.031293;356.091102
11;1;0.968409;370.104557
12;1;0.899237;383.074865
13;1;0.830065;395.281072
14;1;0.786046;406.464984
15;1;0.723163;417.057769
16;1;0.609972;426.127581
17;1;0.584819;434.435293
18;1;0.559665;442.286397
19;1;0.509358;449.802657
20;1;0.471628;456.619974
21;1;0.440186;462.857090
22;1;0.415033;468.760975
23;1;0.333284;474.063887
24;1;0.282977;478.267963
25;1;0.257823;481.946413
26;1;0.245246;485.461461
27;1;0.245246;488.815259
28;1;0.232670;492.090278
29;1;0.232670;495.267560
30;1;0.220093;498.326900
31;1;0.213805;501.261019
32;1;0.201228;504.055969
33;1;0.188651;506.741592
34;1;0.182363;509.226654
35;1;0.163498;511.520425
36;1;0.163498;513.726871
37;1;0.157209;515.871614
38;1;0.144633;517.890339
39;1;0.144633;519.832011
40;1;0.132056;521.696693
41;1;0.132056;523.461849
42;1;0.132056;525.227006
43;1;0.132056;526.992163
44;1;0.125767;528.739282
45;1;0.125767;530.416181
46;1;0.125767;532.093080
47;1;0.125767;533.769979
48;1;0.125767;535.446878
49;1;0.119479;537.116927
50;1;0.119479;538.705568
1;2;0.768450;67.170596
2;2;0.768450;74.360772
3;2;0.768450;81.550949
4;2;0.768450;88.741126
5;2;0.768450;95.931303
6;2;0.768450;103.121480
7;2;0.768450;110.311656
8;2;0.768450;117.501833
9;2;0.768450;124.692010
10;2;0.768450;131.882187
11;2;0.768450;139.072363
12;2;0.768450;146.262540
13;2;0.768450;153.452717
14;2;0.768450;160.642894
15;2;0.768450;167.833071
16;2;0.768450;175.023247
17;2;0.768450;182.213424
18;2;0.768450;189.403601
19;2;0.768450;196.593778
20;2;0.768450;203.783955
21;2;0.768450;210.974131
22;2;0.768450;218.164308
23;2;0.768450;225.354485
24;2;0.768450;232.544662
25;2;0.768450;239.734839
26;2;0.768450;246.925015
27;2;0.768450;254.115192
28;2;0.768450;261.305369
29;2;0.512300;268.089171
30;2;0.512300;271.684260
31;2;0.512300;275.279348
32;2;0.512300;278.874436
33;2;0.512300;282.469525
34;2;0.512300;286.064613
35;2;0.512300;289.659702
36;2;0.512300;293.254790
37;2;0.512300;296.849878
38;2;0.512300;300.444967
39;2;0.512300;304.040055
40;2;0.512300;307.635144
41;2;0.512300;311.230232
42;2;0.512300;314.825320
43;2;0.512300;318.420409
44;2;0.512300;322.015497
45;2;0.512300;325.610586
46;2;0.512300;329.205674
47;2;0.512300;332.800762
48;2;0.512300;336.395851
49;2;0.512300;339.990939
50;2;0.512300;343.586028
1;3;0.634249;17.100846
2;3;0.428662;24.218623
3;3;0.425676;30.208617
4;3;0.422691;36.135437
5;3;0.420985;42.050266
6;3;0.415866;47.890079
7;3;0.412880;53.681162
8;3;0.412027;59.466549
9;3;0.411601;65.238429
10;3;0.411601;71.009297
11;3;0.410748;76.778814
12;3;0.407336;82.504135
13;3;0.405629;88.207022
14;3;0.405203;93.892190
15;3;0.405203;99.573262
16;3;0.404776;105.251442
17;3;0.404776;110.926528
18;3;0.403923;116.598504
19;3;0.403070;122.259843
20;3;0.402644;127.906845
21;3;0.402644;133.551999
22;3;0.401791;139.189346
23;3;0.400085;144.813035
24;3;0.399232;150.417165
25;3;0.399232;156.014428
26;3;0.398805;161.605786
27;3;0.398378;167.191902
28;3;0.396672;172.768411
29;3;0.395819;178.320544
30;3;0.391127;183.852692
31;3;0.212838;187.125907
32;3;0.212838;190.107123
33;3;0.211985;193.086597
34;3;0.211559;196.052515
35;3;0.211559;199.015772
36;3;0.211132;201.978634
37;3;0.211132;204.935904
38;3;0.211132;207.893175
39;3;0.210706;210.845087
40;3;0.210706;213.796371
41;3;0.210706;216.747655
42;3;0.210279;219.694684
43;3;0.210279;222.639981
44;3;0.210279;225.585279
45;3;0.209852;228.525765
46;3;0.208999;231.463432
47;3;0.208999;234.390771
48;3;0.208999;237.318109
49;3;0.208999;240.245448
50;3;0.208999;243.172786
1;4;9.394591;269.096789
2;4;6.555566;379.278729
3;4;4.947447;458.204722
4;4;4.058019;520.803165
5;4;3.287710;571.964386
6;4;2.656374;613.108584
7;4;2.346662;647.842744
8;4;2.025039;678.368029
9;4;1.747092;705.257743
10;4;1.258701;725.953427
11;4;1.008549;741.001891
12;4;0.897370;754.434997
13;4;0.841781;766.612754
14;4;0.671042;777.388679
15;4;0.452656;784.641173
16;4;0.321624;790.343047
17;4;0.230299;794.281157
18;4;0.190592;797.224113
19;4;0.127061;799.515919
20;4;0.003971;800.000000
21;4;0.003971;800.000000
22;4;0.003971;800.000000
23;4;0.003971;800.000000
24;4;0.003971;800.000000
25;4;0.003971;800.000000
26;4;0.003971;800.000000
27;4;0.003971;800.000000
28;4;0.003971;800.000000
29;4;0.003971;800.000000
30;4;0.003971;800.000000
31;4;0.003971;800.000000
32;4;0.003971;800.000000
33;4;0.003971;800.000000
34;4;0.003971;800.000000
35;4;0.003971;800.000000
36;4;0.003971;800.000000
37;4;0.003971;800.000000
38;4;0.003971;800.000000
39;4;0.003971;800.000000
40;4;0.003971;800.000000
41;4;0.003971;800.000000
42;4;0.003971;800.000000
43;4;0.003971;800.000000
44;4;0.003971;800.000000
45;4;0.003971;800.000000
46;4;0.003971;800.000000
47;4;0.003971;800.000000
48;4;0.003971;800.000000
49;4;0.003971;800.000000
50;4;0.003971;800.000000
